EmploymentStatus,FormalEducation,JobSatisfaction
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Primary/elementary school,
,Bachelor's degree,
,Primary/elementary school,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Primary/elementary school,
,I prefer not to answer,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Secondary school,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Primary/elementary school,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Professional degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,I prefer not to answer,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,I prefer not to answer,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,I never completed any formal education,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Professional degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Primary/elementary school,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Master's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,I prefer not to answer,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Primary/elementary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Doctoral degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Master's degree,
,Secondary school,
,Doctoral degree,
,Master's degree,
,Doctoral degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Secondary school,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Secondary school,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,Bachelor's degree,
,I prefer not to answer,
,Some college/university study without earning a bachelor's degree,
,Master's degree,
,Master's degree,
,Some college/university study without earning a bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Bachelor's degree,
,Some college/university study without earning a bachelor's degree,
,Secondary school,
,Master's degree,
,Bachelor's degree,
,Bachelor's degree,
,Doctoral degree,
,Master's degree,
,Master's degree,
